sentence1,sentence2,label
一直提示身份验证错误较多，不能接款,身份输入错误多是什么原因,1
为什么我没有额度可以借,为什么还了几次款还是没有额度,0
为什么我的审核通不过，你们这是根据什么评的,为什么在QQ上申请总是不审核过不了,1
我想问一下 我推迟了两天才还款 会影响信用嚒,我帐户没注意逾期了两次，会不会冻结我帐户？,0
微粒贷业务,关闭微粒贷,0
您可以登录手机微信，打开我->钱包->微粒贷借钱，没有这功能,我没有申请，任何资料都没有提交，为什么说我不能借钱,0
工商银行可以申请吗,那个银行啊！,1
借款后多长时间给打电话,借款后多久打电话过来,1
2天了，钱还没到，我是不是被骗了,一个半小时没有审核电话打,0
为什么申请不通过？,为什么我的微信不满足借款,1
也没有到账,亲我刚刚摇到的红包为什么没有到账呢？,0
为何我现在没有这个额度了,为什么，我的额度没有恢复,1
微粒贷借到的钱是虚拟资金吗？还是可以存到储蓄银行里取现金出来？,建行,0
人工客服 换卡,你好，如何更换还款银行卡？,1
还款多久可以有额度,每月有最低还款额吗,0
几天了还是显示身份信息输入错误过多,为什么总是显示身份信息输入错误,1
怎么查额度,我要涨额度,0
上午申请，现在还没有接到电话确认,下午两点打的电话，现在银行还没打电话来确认,1
什么时候在能贷下一次款,一人最多能贷几次款,0
怎么不能自己主动还款,怎么查已还款多少,0
借的是现金吗,借款是不是可以提现的,1
可以登记受邀吗？,可以注销注册号吗,0
能扣款我刚绑定的银行卡吗？之前的卡解绑了,绑定卡号确定，按不了,0
哪个银行,人民银行？,1
从建设银行转账到微众银行，每笔和每天最高限额是多少？转出呢？,汇款到微众卡有限额吗,0
个人信息填不进去咋办,个人信息不匹配,0
其它银行卡可以分期还款嘛,怎么选择其他银行卡手动还款？,0
你好，我刚才借了一笔9100怎么还没到账,你好，我的款已经存进去了，不知道今天还会扣款吗？,0
我在还款日当天银行卡上余额不足，在当天下午存入钱会不会逾期,今日还款,0
4500元10个月分期是不是每月还517,多少天一周期,0
你好一次性只可以借4万吗,额度已经最高了吗,0
如何更改绑定电话号码,你们发验证码给我发的是之前的手机号,0
如果我想提前还款会收后面的利息吗,提前还了后可以又借款吗,0
己完成开户，但在总览页找不到定期存款,定期存款能保本保息吗？有保险赔付吗？,0
不好意思，刚才手机不在身边,为什iPhone的手机都没有微粒,0
你好。还款可以延后几天吗,可以推迟两天还款的吗,1
换手机号怎么改,手机绑定号码更改,1
明天全部还款以后，可以马上再借吗,全额还款,0
取消借款申请,怎么样取消借款,1
下载app才行吗,下载就能开通了？,1
借一千块钱每日利息那不是五毛钱？,二千一天多少息,1
日利息,微粒贷的日利息,1
为什么定期存款页面不见？我现在有点害怕,产品本身安全吗？是不是和传统银行的定期存款一样的安全？,0
什么取消借款,借款审核中怎么取消,1
不是可以提前还清本期账单么,不能提前还款吗？,0
什么时候能够开放微粒贷,什么时间可以借下来,0
是不是微信和qq微粒贷只能有一个,QQ微粒贷 和微信的微粒贷有什么区别,1
怎么更换还款卡号,，自动扣除还款的银行卡怎么更换,1
如果贷款是500，那么利息是多少,我借5000.借10个月.一共利息是多少,1
开通无额度,开通后没有额度,1
怎么才能综合评估过关,怎样才能综合评估通过？,1
是否可以更换手机号码,修改电话号码,1
怎么更改还款计划,如何将主动还款变更为优先还款,0
为什么我没有微粒贷,我怎么没有微粒贷,1
为啥微卡帮不了支付宝,可以支付款吗,0
流水账单,流水,1
支付安全谁保障,把钱存入里面安全吗,1
必须是工商银行卡嘛？？其他银行卡可不可以？？,刚我用自己的另外一张卡还了,0
老是开不了户,河北农业银行为什么开不了户,0
你好，每月还款日是什么时候,还款是每个月的几号？,1
我已经还款并且已经扣款成功，为什么还提醒我逾期了呢,前条信息说还款成功，后条又说逾期？,1
如何提升额度,QQ号码可以检测出额度,0
我想把代还款的银行卡换掉怎么弄,如何更换还款卡号,1
我可以改为五个月还吗·,为何我在借款前查询借4万20个月一共要还6624，算下来是月息是0.78%，为何下单时变成了0.05%每天？,0
我申请的钱怎么没有到账啊,我可以提高微粒贷的额度吗？,0
可不可以设置密码,为什么借款密码就是微信支付密码,0
今天借1万过5天还可以不,今天借款明天还,1
今天怎么还没有扣款,17点怎么没有扣款,1
微粒贷利息多少,还款日是还本金和利息一起，还是就光光利息,0
提示建行卡限额,金额限制是多少,1
为什么有单笔最高限制,为啥单笔最高借4万,1
如何满足微粒银行的审核,交通银行信用卡可以借款吗？,0
伴我来开通,借款网站打不开,0
为什么我借款后，已经好几天都是显示，等待银行确认电话,为什么申请借款后等待银行电话迟迟不来,1
取消不成功借款,取消借款怎么操作,1
建行众银行卡限额是多少？,微众银行转出有限额吗？,0
验证码,手机收不到验证码,1
怎么没办法贷呢,为什么我没有权限,0
为什么我的审核没有通过,为什么总是综合评估未通过,0
个人信息补充,信息补全,1
为何申请借款会未通过？,之前借过 后来却显示未通过审核,0
为什么借钱时输入密码和收手机验证码来回跳,为什么借款时总是重复输入密码跟验证码,1
5个月还款完的话就自动取消吧,6740是旧的注销掉了,0
都申请第二天了，为什么还没有打电话确认,一般多久来电话确认,1
卡号重新绑定,绑定的银行卡如何修改,1
QQ微粒贷跟微信微粒贷是一样的吗,为什么微粒贷没显额度,0
为什么qq有图标  一直没有资格,"QQ号,QQ有微粒贷，但是没成功！",0
我错过了审核电话，要怎么才能重新申请,电话没有接到。下次电话要等多久。,1
QQ微粒贷与微信微粒贷是同一额度的吗,36000的额度20000都借不了呢,0
为什么不给审核通过,为什么我的审核未能通过？,1
是否是腾讯控股,是腾讯的,1
开户失败,我这样操作的，开不了,1
卡里有钱为什么显示还款失败,多笔借款如何还款,0
这个怎么才能通过,那怎样才可以评估通过呢？,1
更改预留手机号码,我已经换手机号码啦怎么操作呢,1
一天不来电话核实，是不是预示着申请失败,为什么一直是失败的,0
当天借款当天还款,借款期限,0
分五期的，我可以提前全部还清吗,分期之后可以提前还清欠款吗,1
我想取消微粒贷怎么取消？,请问我不需要贷款怎么取消,0
支持那几个银行,支持得银行,1
支持民生银行吗,你好、请问申请借款是直接到银行账户吗,0
为什么微信账号登陆不了了,今天怎么登录不上了,1
单笔最多借款,你好！单笔只有4万，但是我要65000全部拿出来的。是分2次单天可以完成嘛？,0
微粒贷图案突然不见了是怎么回事,解除实名认证微粒贷入口不见了,0
官方电话是多少？,官方电话,1
可以找你们开通微粒贷吗？,“菜单”,0
电话打过来没接到怎么办？,电话确认没有接到会继续打电话吗？,1
开通微粒贷,开通微粒贷，充值5000QB,1
开通微粒货,开通颗粒贷,1
一笔还清后恢复额度,一笔款项还清多久可以再借款？,0
怎么更改预留电话号码,怎么更改号码,1
为什么我无法借钱,上个礼拜我收到可以在微粒贷借款的信息，可现在为什么不能借,1
我有一笔借款等银行确认，我现在能取消吗,审核电话一直没打来，可以取消贷款吗,1
我已还清26000左右,还清,1
你好！为什么微信钱包有额度，借款总显示身份信息多次输入错误,我身份证后四位写错了，错误太多，该怎么办,0
?还没有?开?放,今天借款26000 分5个月 十天后全额还款,0
15分种不到帐就没通过吧,一般什么时候会到帐,0
转出微众卡资金有限额吗,转出额度,1
多久到钱,一般借款要多久才可以到账,1
4月4号借钱，5月4号前提前还钱，不扣钱吗？,为什么没有提前还款的功能,0
可以字面取消嘛 微粒贷软件,微粒贷停止营业了吗？,0
什么时候可以在借，,亲 我先把钱还上 多久可以再借？,0
一般要等几天,一般打电话是什么时间段,1
什么是腾讯银行,为什么我的微众银行无法登录,0
我改银行卡了，怎么还款,我还款卡号变了怎么更改？,1
5:何时会邀请我使用微粒贷6:没有微粒贷可以申请吗,得了！别邀请我了！谢谢,0
要等多久,绑定的银行卡不用了，而且，绑定的手机号也不用了，怎么还款？,0
这个贷款可以提前还款吗？,可否单笔提前还款,1
具体怎么操作,使用APP怎么收费,0
我根本就没有接到任何电话！,我电话错过了,1
换卡支付密码是什么,是否必须有信用卡才能借贷,0
开通但是没额度,开通后没有额度,1
更绑定银行卡,贷款后资金在绑定银行卡里吗？,0
借款时间最少的选项是5个月 请问我选择之后20天就能还的话是不是只需要支付20天的利息？,当天再次扣款几点,0
你好，我Qq上的微粒贷标怎么没有了，在微信号有但无法提前还，,昨天忘还款了，今天怎么不能还了?,1
一定要分期的吗,为什么一定要选择分期,1
两小时过去还没电话审核,一天过去了，怎么还是没有电话确认,1
你们这个安全吗,你好，我想问一下，这个会盗取我的资料信息吗,1
可以变更还款日期吗,"能否通过客服申请延迟1天还钱日,担心工资14日晚上发",1
何时还款,今天借的，今天是要还第一期吗？,0
